UserID,MovieID,Rated
8,153,1
8,76,2
8,162,2
8,150,4
8,122,2
8,123,2
8,84,2
8,133,4
8,71,4
8,12,4
8,34,4
8,172,5
8,83,4
8,22,4
8,98,3
8,4,1
8,185,3
8,97,5
8,156,3
8,193,2
8,137,4
8,168,3
8,81,4
8,166,4
8,161,4
8,104,2
8,173,3
8,94,3
8,151,3
8,31,4
8,121,2
8,188,1
8,56,1
8,62,5
8,13,4
8,78,2
8,75,3
9,178,4
9,75,5
9,100,4
9,94,3
9,54,1
9,170,1
9,192,5
9,24,3
9,30,4
9,103,2
9,59,4
9,17,2
9,22,1
9,159,5
9,182,4
9,171,2
9,92,3
9,52,2
9,183,2
9,118,4
9,140,1
9,27,3
9,92,3
9,173,4
9,189,5
9,107,4
9,50,4
9,105,4
9,69,4
9,161,1
9,120,5
9,97,3
9,168,1
9,132,5
9,111,3
9,104,3
9,130,2
9,90,3
9,15,2
9,34,4
9,21,5
9,106,4
9,174,5
9,29,1
9,155,4
9,37,2
10,25,3
10,76,4
10,121,4
10,47,3
10,37,2
10,36,5
10,114,3
10,5,1
10,148,5
10,35,3
10,94,2
10,14,2
10,80,4
10,128,3
10,56,4
10,174,3
10,91,3
10,157,5
10,72,2
10,170,4
10,79,3
10,13,1
10,23,4
10,144,5
10,115,4
10,81,2
10,16,5
10,122,1
10,142,2
10,123,2
10,15,5
10,188,4
10,83,3
10,57,3
10,48,5
10,61,4
10,3,2
10,59,1
10,71,4
10,140,1
10,129,2
10,131,3
10,134,3
10,168,4
10,1,5
10,127,3
10,87,2
10,70,1
10,60,4
11,18,5
11,65,1
11,134,5
11,43,3
11,155,2
11,8,4
11,171,5
11,96,4
11,120,2
11,30,2
11,71,5
11,15,5
11,138,1
11,36,1
11,123,3
11,52,4
11,162,3
11,137,3
11,54,1
11,77,3
11,51,2
11,192,1
11,66,5
11,74,5
11,98,1
11,186,2
11,130,5
11,21,2
11,3,4
11,79,5
11,124,5
11,135,1
11,180,3
11,132,5
11,16,2
11,17,4
11,178,4
11,193,3
11,5,4
11,158,2
11,62,3
11,63,4
11,140,5
11,187,1
12,107,1
12,157,2
12,174,2
12,75,3
12,112,5
12,138,5
12,90,4
12,89,5
12,117,3
12,144,4
12,135,1
12,56,1
12,22,5
12,79,5
12,94,5
12,192,5
12,152,2
12,71,1
12,133,4
12,66,1
12,149,3
12,183,5
12,6,3
12,13,3
12,147,5
12,187,5
12,86,1
12,73,2
12,182,3
12,12,5
12,122,2
12,148,2
12,58,3
12,65,2
12,47,3
12,92,3
12,132,1
12,142,2
12,81,4
12,119,5
12,189,5
12,185,5
12,68,5
12,72,3
12,14,5
13,37,3
13,78,5
13,186,3
13,34,4
13,13,1
13,79,3
13,9,3
13,184,3
13,189,1
13,25,4
13,149,1
13,133,1
13,72,2
13,50,3
13,32,1
13,185,3
13,123,2
13,10,1
13,30,5
13,65,1
13,21,2
13,42,1
13,27,3
13,141,2
13,136,2
13,148,4
13,143,5
13,161,1
13,115,1
13,140,3
13,134,3
13,54,4
13,191,1
13,43,4
13,71,2
13,111,1
13,12,3
13,75,4
13,98,1
13,19,1
13,125,5
13,116,5
13,178,1
13,160,3
13,170,3
13,35,1
13,73,5
13,124,5
14,26,5
14,136,2
14,11,3
14,65,2
14,132,4
14,33,4
14,176,3
14,166,1
14,5,2
14,161,4
14,85,4
14,149,1
14,3,2
14,74,5
14,124,4
14,182,3
14,113,3
14,127,3
14,171,3
14,50,1
14,102,3
14,75,5
14,128,3
14,177,5
14,189,2
14,123,4
14,31,5
14,57,2
14,180,1
14,29,2
14,9,5
14,135,4
14,92,1
14,6,4
14,155,4
14,75,5
14,179,4
14,167,3
14,157,4
14,110,1
14,153,4
14,54,1
14,52,1
14,73,5
14,55,3
14,13,2
14,169,2
14,192,3
14,30,1
15,44,1
15,159,3
15,71,1
15,101,1
15,45,5
15,133,4
15,147,3
15,32,2
15,192,3
15,166,2
15,160,4
15,55,4
15,120,1
15,78,3
15,71,1
15,141,5
15,53,5
15,172,1
15,80,3
15,21,5
15,129,1
15,27,4
15,193,1
15,33,5
15,31,1
15,7,2
15,191,5
15,163,4
15,116,5
15,137,3
15,87,1
15,72,2
15,29,5
15,104,3
15,183,4
15,42,1
15,74,4
15,55,4
15,93,5
15,140,4
15,46,3
15,121,4
15,12,4
15,146,4
15,81,1
15,110,3
15,134,1
15,164,4
15,103,3
15,43,4
16,17,1
16,119,5
16,89,3
16,37,1
16,93,2
16,190,4
16,84,1
16,109,3
16,145,2
16,31,2
16,122,1
16,19,5
16,160,1
16,95,1
16,122,1
16,159,3
16,188,4
16,172,4
16,140,4
16,11,5
16,29,1
16,74,5
16,10,1
16,53,2
16,8,1
16,158,4
16,157,1
16,184,5
16,189,4
16,148,2
16,191,1
16,135,5
16,137,2
16,25,2
16,118,1
16,161,4
16,81,5
16,175,5
16,15,2
16,123,3
16,188,4
16,35,3
16,185,4
16,88,4
16,157,1
16,45,1
16,142,4
16,180,5
16,54,4
17,156,2
17,124,1
17,100,5
17,193,2
17,49,5
17,44,1
17,178,4
17,107,4
17,145,4
17,31,3
17,121,3
17,128,2
17,131,3
17,106,5
17,128,2
17,104,5
17,164,2
17,168,4
17,79,5
17,172,2
17,119,4
17,56,4
17,72,1
17,149,5
17,151,4
17,179,2
17,61,5
17,85,3
17,43,3
17,176,2
17,91,3
17,30,4
17,185,4
17,35,2
17,63,4
17,181,4
17,132,1
17,132,1
17,152,5
17,169,5
17,170,4
17,66,5
17,70,3
17,123,1
17,115,1
17,54,2
17,113,4
17,82,3
18,116,1
18,41,2
18,44,5
18,53,3
18,11,3
18,115,1
18,114,4
18,99,4
18,121,1
18,72,2
18,183,4
18,162,4
18,160,5
18,43,3
18,92,5
18,13,5
18,81,5
18,113,2
18,12,5
18,172,3
18,146,3
18,149,5
18,143,4
18,119,2
18,129,1
18,176,3
18,40,5
18,158,3
18,148,5
18,78,1
18,91,3
18,98,4
18,45,1
18,40,5
18,61,2
18,32,4
18,157,2
18,102,1
18,18,2
18,20,5
18,58,2
18,182,1
18,122,1
18,7,1
18,104,2
19,79,5
19,58,3
19,69,5
19,85,1
19,5,3
19,164,1
19,174,5
19,121,3
19,29,3
19,97,5
19,60,4
19,119,1
19,76,1
19,104,1
19,70,5
19,52,5
19,134,3
19,177,3
19,33,1
19,31,2
19,51,4
19,120,5
19,10,4
19,7,4
19,192,4
19,188,3
19,59,4
19,173,2
19,88,2
19,67,4
19,68,4
19,125,4
19,78,4
19,123,1
19,4,5
19,108,3
19,182,1
19,16,3
19,110,4
19,95,1
19,100,1
19,145,5
19,142,2
19,178,3
19,167,4
19,26,3
20,96,1
20,145,3
20,12,4
20,56,2
20,108,5
20,35,4
20,152,4
20,115,2
20,93,3
20,193,2
20,25,5
20,83,2
20,151,3
20,58,4
20,130,3
20,181,5
20,27,3
20,26,5
20,180,5
20,47,2
20,99,3
20,63,2
20,31,2
20,100,1
20,146,4
20,51,3
20,23,3
20,44,3
20,33,4
20,123,5
20,34,4
20,38,2
20,25,5
20,141,5
20,70,2
20,54,4
20,29,2
20,156,5
20,25,5
20,13,5
20,12,4
20,68,1
20,158,4
20,81,4
20,121,5
20,81,4
20,170,2
20,74,3
21,163,5
21,4,5
21,69,1
21,56,3
21,182,5
21,97,4
21,76,2
21,7,4
21,128,5
21,153,4
21,129,3
21,64,1
21,52,2
21,94,2
21,90,5
21,65,5
21,139,1
21,125,5
21,177,5
21,25,3
21,164,3
21,36,4
21,55,1
21,71,4
21,171,5
21,192,4
21,123,1
21,78,2
21,175,5
21,45,5
21,18,3
21,81,3
21,155,2
21,147,2
21,30,3
21,87,4
21,14,3
21,31,3
21,179,3
21,113,2
21,146,3
21,112,4
21,42,2
21,20,4
21,80,3
21,132,5
22,78,3
22,145,3
22,142,1
22,89,1
22,79,5
22,119,4
22,47,1
22,106,1
22,178,5
22,183,5
22,110,4
22,146,2
22,138,2
22,129,1
22,14,2
22,3,5
22,181,3
22,24,2
22,172,3
22,62,4
22,118,5
22,6,3
22,29,3
22,21,2
22,117,1
22,93,2
22,179,5
22,190,3
22,169,3
22,97,3
22,44,1
22,130,2
22,161,2
22,48,3
22,5,2
22,27,4
22,136,2
22,84,2
22,73,2
22,163,2
22,70,1
22,176,2
22,158,2
22,15,1
22,96,4
22,127,2
22,85,4
23,51,5
23,17,3
23,139,2
23,43,2
23,52,5
23,63,4
23,175,3
23,144,4
23,44,3
23,4,2
23,110,5
23,10,5
23,163,3
23,7,5
23,191,5
23,1,4
23,113,4
23,30,5
23,108,2
23,133,1
23,45,4
23,171,4
23,90,1
23,6,4
23,73,5
23,13,2
23,164,4
23,71,5
23,128,5
23,167,4
23,122,1
23,116,5
23,65,3
23,117,4
23,91,5
23,66,1
23,182,5
23,145,3
23,29,1
23,49,4
23,117,4
23,98,5
23,135,5
23,10,5
23,169,1
23,190,4
23,123,4
24,191,5
24,69,5
24,88,3
24,92,2
24,119,4
24,159,4
24,180,1
24,146,2
24,41,4
24,147,5
24,27,4
24,58,1
24,139,3
24,182,2
24,49,3
24,1,4
24,89,1
24,155,5
24,26,1
24,47,1
24,90,3
24,76,3
24,6,1
24,163,3
24,133,4
24,30,2
24,125,1
24,176,4
24,115,1
24,71,3
24,138,2
24,1,4
24,4,1
24,37,2
24,5,1
24,10,5
24,73,3
24,28,2
24,19,5
24,25,4
24,28,2
24,98,4
24,40,1
24,75,1
24,189,5
24,62,2
24,29,3
24,103,4
25,63,5
25,169,5
25,153,5
25,33,5
25,187,4
25,48,5
25,3,2
25,116,1
25,108,1
25,139,4
25,176,2
25,19,1
25,14,1
25,158,1
25,160,5
25,15,3
25,34,1
25,73,2
25,41,3
25,10,5
25,29,4
25,175,2
25,180,4
25,101,5
25,53,4
25,100,5
25,124,4
25,26,3
25,136,5
25,174,3
25,177,5
25,110,2
25,134,5
25,193,2
25,143,2
25,69,2
25,18,3
25,42,4
25,49,3
25,6,5
25,95,4
25,99,1
25,172,5
25,128,2
25,88,1
26,57,2
26,91,4
26,156,1
26,166,2
26,169,4
26,25,5
26,100,2
26,105,1
26,108,2
26,144,5
26,10,3
26,26,3
26,94,2
26,36,4
26,63,2
26,143,2
26,171,2
26,103,3
26,189,5
26,82,4
26,161,3
26,55,5
26,110,2
26,87,3
26,119,3
26,187,5
26,18,4
26,20,2
26,193,5
26,62,5
26,126,2
26,70,1
26,181,1
26,40,5
26,32,5
26,114,5
26,104,2
26,38,5
26,4,5
26,130,3
26,42,4
26,76,3
26,116,1
26,75,3
26,93,1
26,191,3
27,45,5
27,169,4
27,155,5
27,140,5
27,58,5
27,84,5
27,91,5
27,106,3
27,189,1
27,37,4
27,100,1
27,61,5
27,130,3
27,158,5
27,93,5
27,55,5
27,150,3
27,134,5
27,150,3
27,17,1
27,175,1
27,188,2
27,176,5
27,62,2
27,98,3
27,70,5
27,55,5
27,86,2
27,30,3
27,143,5
27,183,3
27,172,3
27,33,2
27,24,4
27,129,4
27,43,1
27,181,2
27,36,2
27,13,5
27,107,2
27,59,1
27,47,2
27,50,2
27,46,3
27,28,3
27,157,3
28,105,5
28,106,2
28,114,4
28,12,2
28,86,3
28,55,1
28,7,1
28,29,5
28,149,1
28,54,4
28,97,2
28,68,4
28,111,2
28,91,2
28,10,1
28,92,4
28,102,1
28,135,3
28,20,5
28,172,3
28,119,1
28,65,4
28,76,5
28,116,3
28,187,2
28,22,2
28,85,3
28,101,1
28,138,5
28,175,5
28,130,4
28,80,1
28,133,1
28,66,3
28,183,3
28,15,2
28,134,3
28,176,3
28,167,3
28,187,2
28,71,1
28,146,4
28,70,1
28,28,2
29,105,5
29,76,2
29,47,2
29,100,3
29,31,3
29,158,5
29,87,4
29,119,5
29,120,2
29,35,5
29,80,5
29,95,4
29,155,3
29,79,1
29,28,4
29,3,4
29,117,4
29,149,3
29,175,2
29,46,4
29,65,2
29,42,3
29,72,1
29,53,4
29,140,4
29,101,5
29,13,2
29,181,4
29,88,1
29,147,1
29,21,3
29,24,5
29,157,4
29,106,3
29,152,4
29,23,2
29,84,4
29,160,1
29,97,5
29,56,2
29,162,3
29,97,5
29,9,1
29,156,1
29,58,3
29,96,2
30,61,1
30,56,2
30,13,1
30,184,1
30,72,1
30,135,1
30,83,3
30,114,3
30,127,2
30,104,3
30,51,2
30,52,3
30,2,4
30,5,5
30,188,4
30,111,2
30,56,2
30,14,5
30,102,2
30,77,1
30,43,4
30,145,4
30,191,2
30,139,1
30,108,2
30,49,3
30,20,4
30,38,5
30,30,3
30,18,3
30,28,2
30,138,1
30,105,5
30,39,1
30,126,4
30,88,2
30,117,2
30,34,4
30,52,3
30,78,5
30,62,5
30,143,1
30,124,3
30,122,5
30,193,2
30,40,5
30,177,2
30,112,5
30,41,2
31,130,5
31,54,5
31,172,5
31,16,4
31,86,2
31,35,1
31,139,3
31,46,4
31,160,1
31,26,5
31,102,2
31,36,2
31,30,2
31,69,2
31,137,4
31,11,1
31,164,2
31,55,1
31,62,4
31,56,5
31,178,5
31,110,4
31,19,3
31,65,3
31,140,2
31,80,5
31,57,3
31,162,1
31,116,3
31,121,2
31,95,3
31,142,5
31,31,3
31,176,1
31,44,5
31,192,5
31,135,5
31,107,4
31,181,3
31,181,3
31,88,4
31,179,4
31,171,5
31,103,3
31,113,4
31,82,4
32,166,5
32,57,2
32,126,4
32,189,1
32,31,1
32,122,3
32,135,2
32,143,5
32,26,2
32,60,4
32,109,5
32,48,1
32,140,2
32,170,2
32,118,5
32,30,5
32,90,5
32,79,4
32,164,4
32,182,1
32,69,4
32,167,1
32,73,3
32,106,3
32,162,2
32,21,2
32,40,3
32,64,3
32,191,5
32,27,5
32,107,1
32,155,1
32,131,3
32,152,2
32,3,4
32,39,5
32,68,4
32,65,4
32,150,5
32,144,1
32,38,5
32,33,1
32,75,4
32,52,3
32,61,4
32,24,3
32,105,4
32,103,1
33,128,3
33,12,3
33,26,3
33,192,4
33,68,2
33,92,3
33,91,4
33,8,1
33,44,5
33,45,5
33,131,3
33,149,1
33,53,1
33,137,4
33,129,2
33,188,3
33,40,1
33,138,1
33,126,4
33,170,5
33,13,1
33,87,1
33,76,1
33,183,5
33,74,4
33,27,5
33,64,4
33,144,3
33,17,4
33,138,1
33,82,4
33,158,4
33,115,5
33,113,3
33,107,3
33,20,5
33,24,3
33,48,5
33,174,3
33,151,2
33,68,2
33,120,4
33,55,3
33,22,3
33,95,5
33,82,4
33,135,1
33,103,3
33,65,3
34,83,2
34,62,2
34,150,5
34,140,3
34,31,1
34,27,2
34,20,5
34,42,4
34,107,2
34,32,2
34,98,4
34,132,4
34,86,5
34,149,3
34,137,4
34,103,1
34,92,5
34,4,1
34,5,5
34,81,1
34,127,4
34,159,2
34,66,3
34,169,3
34,68,5
34,112,3
34,9,2
34,100,1
34,153,1
34,108,5
34,123,3
34,82,5
34,165,1
34,40,1
34,151,1
34,3,2
34,160,1
34,61,4
34,154,1
34,158,5
34,75,1
34,114,2
34,144,3
34,2,3
34,58,2
35,39,4
35,21,2
35,167,2
35,48,5
35,102,3
35,186,2
35,154,2
35,184,5
35,76,1
35,54,2
35,8,5
35,38,5
35,68,2
35,78,5
35,171,3
35,189,4
35,163,3
35,140,3
35,75,1
35,166,3
35,49,5
35,125,3
35,121,4
35,40,5
35,141,5
35,146,2
35,20,5
35,165,4
35,185,1
35,104,4
35,97,1
35,1,5
35,129,1
35,153,1
35,127,5
35,15,2
35,3,3
35,30,3
35,17,4
35,157,3
35,139,2
35,173,2
35,19,4
35,27,1
35,65,1
36,100,2
36,143,2
36,146,5
36,41,2
36,128,4
36,35,3
36,67,2
36,119,1
36,190,3
36,29,3
36,167,2
36,44,4
36,37,4
36,57,5
36,50,5
36,65,3
36,106,2
36,72,5
36,96,5
36,27,3
36,32,5
36,135,5
36,56,3
36,91,2
36,161,1
36,40,4
36,39,2
36,75,5
36,141,5
36,52,5
36,139,5
36,122,1
36,159,5
36,140,5
36,92,5
36,36,4
36,107,5
36,142,1
36,86,2
36,191,3
36,99,4
36,143,2
36,68,3
36,56,3
36,61,4
37,186,1
37,5,1
37,109,3
37,147,3
37,157,1
37,42,2
37,124,5
37,123,5
37,53,2
37,55,5
37,114,2
37,150,2
37,95,4
37,145,1
37,153,4
37,39,3
37,63,5
37,52,3
37,8,4
37,161,4
37,182,3
37,110,3
37,79,4
37,85,3
37,71,3
37,152,2
37,169,3
37,191,5
37,158,2
37,148,1
37,29,1
37,181,5
37,48,3
37,122,3
37,103,1
37,17,5
37,61,5
37,64,4
37,40,4
37,94,3
37,52,3
37,115,3
37,156,4
37,167,3
37,87,5
38,143,1
38,181,3
38,32,2
38,120,2
38,96,2
38,29,4
38,131,3
38,108,2
38,118,3
38,124,5
38,69,3
38,40,4
38,185,4
38,79,3
38,59,4
38,63,2
38,193,3
38,24,5
38,54,2
38,86,1
38,51,3
38,180,1
38,104,3
38,149,4
38,88,5
38,94,5
38,72,3
38,129,3
38,100,3
38,6,5
38,122,4
38,162,5
38,111,5
38,165,5
38,163,1
38,150,1
38,2,3
38,181,3
38,172,3
38,191,2
38,77,1
38,158,4
38,103,3
38,92,1
38,166,5
38,148,3
38,137,5
38,67,1
38,61,2
39,118,2
39,75,4
39,76,1
39,108,3
39,109,5
39,124,1
39,172,4
39,41,1
39,148,1
39,175,5
39,173,4
39,71,5
39,74,2
39,5,1
39,17,5
39,104,3
39,23,2
39,91,3
39,133,4
39,167,3
39,21,3
39,62,2
39,42,2
39,8,5
39,155,2
39,178,3
39,151,1
39,19,3
39,139,4
39,10,5
39,25,1
39,35,5
39,184,4
39,177,4
39,58,5
39,149,1
39,84,4
39,143,5
39,4,3
39,169,5
39,126,4
39,88,4
39,11,5
39,116,2
39,24,3
39,157,3
39,56,1
40,16,4
40,135,2
40,50,3
40,28,1
40,10,4
40,176,1
40,121,1
40,188,4
40,193,2
40,141,1
40,174,3
40,66,5
40,104,5
40,162,3
40,27,5
40,180,3
40,178,4
40,61,1
40,186,4
40,108,4
40,167,5
40,42,1
40,130,5
40,162,3
40,121,1
40,78,5
40,55,5
40,22,5
40,29,1
40,3,2
40,13,2
40,34,4
40,152,3
40,128,2
40,119,5
40,62,3
40,79,2
40,166,5
40,11,4
40,157,5
40,116,5
40,24,3
40,114,4
40,145,3
40,40,4
40,36,3
40,72,2
40,12,1
40,111,5
40,12,1
40,61,1
40,190,5
41,187,3
41,111,4
41,24,5
41,22,2
41,89,4
41,94,3
41,124,4
41,49,5
41,14,1
41,180,3
41,2,1
41,184,4
41,84,2
41,69,3
41,96,4
41,9,4
41,72,4
41,114,1
41,173,5
41,6,4
41,172,1
41,81,1
41,135,3
41,18,3
41,122,2
41,95,5
41,137,5
41,110,4
41,161,4
41,140,1
41,99,5
41,53,3
41,7,4
41,10,4
41,121,5
41,192,3
41,102,3
41,76,2
41,133,4
41,36,2
41,56,1
41,29,3
41,119,4
41,171,5
41,128,2
41,176,5
41,136,4
41,138,5
41,157,3
42,162,2
42,10,4
42,11,4
42,68,3
42,41,3
42,82,3
42,188,2
42,46,4
42,2,1
42,126,2
42,21,4
42,38,2
42,169,4
42,103,1
42,154,4
42,118,3
42,33,2
42,50,5
42,153,2
42,54,5
42,58,5
42,14,2
42,185,1
42,179,3
42,35,1
42,72,4
42,19,3
42,29,5
42,5,4
42,36,3
42,94,4
42,69,1
42,70,1
42,24,5
42,130,1
42,49,2
42,48,5
42,134,4
42,96,5
42,149,2
42,89,5
42,32,1
42,152,1
42,164,5
42,127,1
42,85,4
42,192,1
42,172,5
42,165,4
43,140,3
43,12,1
43,185,1
43,165,3
43,17,5
43,85,2
43,102,3
43,71,4
43,150,2
43,39,1
43,54,3
43,47,4
43,13,3
43,159,3
43,170,4
43,183,2
43,97,3
43,156,3
43,132,4
43,152,5
43,149,1
43,116,5
43,107,1
43,28,5
43,112,3
43,21,2
43,83,2
43,7,5
43,113,2
43,73,5
43,172,5
43,82,5
43,168,5
43,160,4
43,108,1
43,55,1
43,43,1
43,32,1
43,33,2
43,50,3
43,42,5
43,180,4
43,56,1
43,128,2
43,48,3
43,171,1
43,129,3
43,118,5
43,110,3
44,188,4
44,21,1
44,193,2
44,29,2
44,65,1
44,125,3
44,12,1
44,104,2
44,105,3
44,34,4
44,11,3
44,93,2
44,156,1
44,153,1
44,30,3
44,18,5
44,183,3
44,80,4
44,75,1
44,155,5
44,132,2
44,79,2
44,129,5
44,74,5
44,97,5
44,163,5
44,107,4
44,135,1
44,15,3
44,117,5
44,141,2
44,16,5
44,171,3
44,174,5
44,167,4
44,9,4
44,5,1
44,124,4
44,22,5
44,189,5
44,118,3
44,166,3
44,46,3
44,71,5
44,187,3
45,166,1
45,51,2
45,32,2
45,50,3
45,27,5
45,46,4
45,59,1
45,96,3
45,126,4
45,90,1
45,55,1
45,72,2
45,190,4
45,31,5
45,93,1
45,122,4
45,182,4
45,189,5
45,99,5
45,20,2
45,45,1
45,140,5
45,127,2
45,69,4
45,129,4
45,100,3
45,192,5
45,64,4
45,158,1
45,53,4
45,154,1
45,177,4
45,79,4
45,113,3
45,109,3
45,23,4
45,33,5
45,180,2
45,61,2
45,70,4
45,16,2
45,13,5
45,52,3
45,168,5
45,171,5
45,56,1
45,6,2
45,159,4
46,182,5
46,38,3
46,12,1
46,43,4
46,115,2
46,92,4
46,101,2
46,138,2
46,184,3
46,75,2
46,73,4
46,134,1
46,170,3
46,88,2
46,188,1
46,51,1
46,49,4
46,135,2
46,68,5
46,103,3
46,14,3
46,173,4
46,158,3
46,5,3
46,2,5
46,90,5
46,57,2
46,174,1
46,127,5
46,16,5
46,21,3
46,185,4
46,49,4
46,144,5
46,176,4
46,32,5
46,31,4
46,146,5
46,13,3
46,157,1
46,56,4
46,19,2
46,18,3
46,6,2
46,177,2
47,102,1
47,192,5
47,114,5
47,138,1
47,37,4
47,121,2
47,184,1
47,175,2
47,65,2
47,144,1
47,31,5
47,134,3
47,67,2
47,188,2
47,56,4
47,69,5
47,80,4
47,18,4
47,167,5
47,191,1
47,81,5
47,162,1
47,26,4
47,126,4
47,55,2
47,34,4
47,2,5
47,85,3
47,96,1
47,15,4
47,21,1
47,99,5
47,97,3
47,177,3
47,103,2
47,133,1
47,60,2
47,70,5
47,179,5
47,42,2
47,86,5
47,115,1
47,90,1
47,98,4
47,139,2
47,76,5
48,120,4
48,79,5
48,138,4
48,164,3
48,7,1
48,68,3
48,60,5
48,10,2
48,171,5
48,107,2
48,33,3
48,3,5
48,30,3
48,134,5
48,91,3
48,6,2
48,69,1
48,5,2
48,130,2
48,18,3
48,83,1
48,113,1
48,64,2
48,193,5
48,174,2
48,142,3
48,96,5
48,122,4
48,158,3
48,184,1
48,13,4
48,66,3
48,90,1
48,151,4
48,66,3
48,70,5
48,56,1
48,35,2
48,69,1
48,115,4
48,153,5
48,137,4
48,17,4
48,82,1
48,140,1
48,147,4
49,105,4
49,179,1
49,17,1
49,7,1
49,178,4
49,35,5
49,177,4
49,122,4
49,3,3
49,116,1
49,60,4
49,42,4
49,173,3
49,135,3
49,31,5
49,44,1
49,37,5
49,142,4
49,143,1
49,34,1
49,43,2
49,185,2
49,131,1
49,10,4
49,71,1
49,75,2
49,4,3
49,68,4
49,91,1
49,27,4
49,39,5
49,16,2
49,121,5
49,122,4
49,49,5
49,110,5
49,5,3
49,29,2
49,83,3
49,34,1
49,28,1
49,149,1
49,74,5
49,86,5
49,130,2
49,111,3
49,3,3
49,184,4
49,13,2
50,188,4
50,167,4
50,26,4
50,12,2
50,152,4
50,175,4
50,169,4
50,148,3
50,29,4
50,81,3
50,19,5
50,17,5
50,161,5
50,33,3
50,44,4
50,164,4
50,173,1
50,46,3
50,110,5
50,31,5
